list_view_page_url,prod_url,prod_title, prod_price,prod_rating,attri1,attri2,attri3,attri4,attri5
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-sea-blue-64-gb/p/itm755830dd54ae1?pid=MOBGDRGY2TNHJQTW&lid=LSTMOBGDRGY2TNHJQTWS8DINS&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestvalueId_tyy%2F4io&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGDRGY2TNHJQTW.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Sea Blue, 64 GB)","₹8,234",4.1,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-slate-grey-64-gb/p/itm755830dd54ae1?pid=MOBGHXQY2BT4UFZG&lid=LSTMOBGHXQY2BT4UFZGYCYNLY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQY2BT4UFZG.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Slate grey, 64 GB)","₹8,241",4.1,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/xiaomi-11i-5g-purple-mist-128-gb/p/itmb0fd5926fb0d5?pid=MOBG9QXPXZTUYDY8&lid=LSTMOBG9QXPXZTUYDY81BBAEL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG9QXPXZTUYDY8.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Xiaomi 11i 5G (Purple Mist, 128 GB)","₹26,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,108MP Rear Camera | 16MP Front Camera,5160 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/xiaomi-11i-5g-stealth-black-128-gb/p/itmf5300d828d19f?pid=MOBG9QXPQ2F8KGQD&lid=LSTMOBG9QXPQ2F8KGQDBEHA2F&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG9QXPQ2F8KGQD.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Xiaomi 11i 5G (Stealth Black, 128 GB)","₹26,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,108MP Rear Camera | 16MP Front Camera,5160 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-charcoal-black-64-gb/p/itm755830dd54ae1?pid=MOBGHXQYVFTQKBTR&lid=LSTMOBGHXQYVFTQKBTRSHXVEM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYVFTQKBTR.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Charcoal Black, 64 GB)","₹8,106",4.1,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-9a-sport-carbon-black-32-gb/p/itm53bc6ebfe147b?pid=MOBG7CJMHFQJFCX3&lid=LSTMOBG7CJMHFQJFCX3H5BFHZ&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestvalueId_tyy%2F4io&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG7CJMHFQJFCX3.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi 9A Sport (Carbon Black, 32 GB)","₹7,037",4.2,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-9a-sport-metallic-blue-32-gb/p/itm53bc6ebfe147b?pid=MOBG7H8GFGZPYUFH&lid=LSTMOBG7H8GFGZPYUFHCFKT74&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG7H8GFGZPYUFH.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi 9A Sport (Metallic Blue, 32 GB)","₹7,182",4.2,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10-power-power-black-128-gb/p/itm97f5d2ec83588?pid=MOBGEFTFRBJZKHTT&lid=LSTMOBGEFTFRBJZKHTTJAISEJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGEFTFRBJZKHTT.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10 Power (Power Black, 128 GB)","₹12,447",4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10-power-sporty-orange-128-gb/p/itm97f5d2ec83588?pid=MOBGEFTKZJJFZYM2&lid=LSTMOBGEFTKZJJFZYM2XRHZRG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGEFTKZJJFZYM2.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10 Power (Sporty Orange, 128 GB)","₹12,486",4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-slate-grey-32-gb/p/itm755830dd54ae1?pid=MOBGDRGQXGRHUJS2&lid=LSTMOBGDRGQXGRHUJS2A36VLJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGDRGQXGRHUJS2.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Slate Grey, 32 GB)","₹7,649",4.1,3 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/xiaomi-11i-hypercharge-5g-pacific-pearl-128-gb/p/itme4127956af8b6?pid=MOBG9QWVEVKFSSHJ&lid=LSTMOBG9QWVEVKFSSHJUH9PS4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG9QWVEVKFSSHJ.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)","₹26,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,108MP + 8MP + 2MP | 16MP Front Camera,4500 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-horizon-blue-128-gb/p/itm2a388ca843b21?pid=MOBGBGAMRJGHTKUM&lid=LSTMOBGBGAMRJGHTKUMVKAFMQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGBGAMRJGHTKUM.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 (Horizon Blue, 128 GB)","₹14,448",4.2,6 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-space-black-64-gb/p/itm2a388ca843b21?pid=MOBGBHCHRPUQY9AT&lid=LSTMOBGBHCHRPUQY9ATTXJQIP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGBHCHRPUQY9AT.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 (Space Black, 64 GB)","₹12,599",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ Display,50MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm SM6225 Snapdragon 680 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-space-black-128-gb/p/itm2a388ca843b21?pid=MOBGBHCK9HJQZNBK&lid=LSTMOBGBHCK9HJQZNBKBFQRGN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGBHCK9HJQZNBK.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 (Space Black, 128 GB)","₹14,767",4.2,6 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,Snapdragon 680 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-starburst-white-64-gb/p/itm2a388ca843b21?pid=MOBGHXQYW8GQWQCJ&lid=LSTMOBGHXQYW8GQWQCJNCICGR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYW8GQWQCJ.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 (Starburst White, 64 GB)","₹13,499",4.2,6 GB RAM | 64 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-slate-grey-64-gb/p/itm755830dd54ae1?pid=MOBGDRGV2UAGZYZG&lid=LSTMOBGDRGV2UAGZYZG25ZB3Q&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGDRGV2UAGZYZG.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Slate grey, 64 GB)","₹8,176",4.1,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-horizon-blue-128-gb/p/itm2a388ca843b21?pid=MOBGHXQYMX4SPNJM&lid=LSTMOBGHXQYMX4SPNJMWHV6IV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYMX4SPNJM.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 (Horizon Blue, 128 GB)","₹14,493",4.2,6 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-pro-plus-5g-phantom-white-128-gb/p/itmd029928dc2e7e?pid=MOBGDE3GW7YDYDDV&lid=LSTMOBGDE3GW7YDYDDVARMCKF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGDE3GW7YDYDDV.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)","₹21,300",4.2,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-pro-plus-5g-stealth-black-128-gb/p/itmd029928dc2e7e?pid=MOBGHXQYCYGTZGGX&lid=LSTMOBGHXQYCYGTZGGXGVPPN3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYCYGTZGGX.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","₹19,548",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-pro-plus-5g-phantom-white-128-gb/p/itmd029928dc2e7e?pid=MOBGHXQYWSGGGCFR&lid=LSTMOBGHXQYWSGGGCFRBH5MMB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYWSGGGCFR.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)","₹19,999",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-note-11-pro-plus-5g-mirage-blue-128-gb/p/itmd029928dc2e7e?pid=MOBGHXQYYMJF5TWZ&lid=LSTMOBGHXQYYMJF5TWZRUMPAH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGHXQYYMJF5TWZ.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)","₹19,867",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-10a-charcoal-black-32-gb/p/itm755830dd54ae1?pid=MOBGDRGHYWAAZDVD&lid=LSTMOBGDRGHYWAAZDVDWQSLPV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBGDRGHYWAAZDVD.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"REDMI 10A (Charcoal Black, 32 GB)","₹7,475",4.1,3 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-9a-sport-coral-green-32-gb/p/itm53bc6ebfe147b?pid=MOBG7CHHZ2MUWAZ4&lid=LSTMOBG7CHHZ2MUWAZ4N0NCNM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG7CHHZ2MUWAZ4.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi 9A Sport (Coral Green, 32 GB)","₹6,650",4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=1,/redmi-9a-sport-carbon-black-32-gb/p/itm53bc6ebfe147b?pid=MOBG7DGGNP5N2RXH&lid=LSTMOBG7DGGNP5N2RXHXMR8I5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0943838-8459-4be4-9edb-f477891d494d.MOBG7DGGNP5N2RXH.SEARCH&ppt=None&ppn=None&ssid=zutu0bxxlc0000001671377347146,"Redmi 9A Sport (Carbon Black, 32 GB)","₹6,640",4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-note-11t-5g-stardust-white-128-gb/p/itm0dd08e65983e7?pid=MOBG9G6YVZYQY7ZZ&lid=LSTMOBG9G6YVZYQY7ZZADCAXT&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=BestvalueId_tyy%2F4io&srno=b_2_25&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBG9G6YVZYQY7ZZ.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"REDMI Note 11T 5G (Stardust White, 128 GB)","₹19,490",4.2,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa Core Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-9a-sport-coral-green-32-gb/p/itm53bc6ebfe147b?pid=MOBG7CHHZ2MUWAZ4&lid=LSTMOBG7CHHZ2MUWAZ4N0NCNM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_26&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBG7CHHZ2MUWAZ4.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi 9A Sport (Coral Green, 32 GB)","₹6,650",4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-10a-sea-blue-64-gb/p/itm755830dd54ae1?pid=MOBGHXQYZRHMKQJ5&lid=LSTMOBGHXQYZRHMKQJ5SG0C5A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_27&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBGHXQYZRHMKQJ5.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"REDMI 10A (Sea Blue, 64 GB)","₹8,338",4.1,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAFCKBNXQ7E&lid=LSTMOBFVDAFCKBNXQ7EIDKOEL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_28&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBFVDAFCKBNXQ7E.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi 9A (Nature Green, 32 GB)","₹7,999",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-9a-midnight-black-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAYRH3GYNZT&lid=LSTMOBFVDAYRH3GYNZTNMT7NJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBFVDAYRH3GYNZT.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi 9A (Midnight Black, 32 GB)","₹7,685",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA5QCGNZKH9&lid=LSTMOBFVDA5QCGNZKH9WVSO1B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBFVDA5QCGNZKH9.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi 9A (Nature Green, 32 GB)","₹7,499",4.3,2 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year  Manufacturer Warranty
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/xiaomi-11i-hypercharge-5g-purple-mist-128-gb/p/itm40cdac3d36676?pid=MOBG9QWVFHFSWPTH&lid=LSTMOBG9QWVFHFSWPTHJYGYME&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_31&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBG9QWVFHFSWPTH.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)","₹26,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,108MP + 8MP + 2MP | 16MP Front Camera,4500 mAh Li-Polymer Battery,Mediatek Dimensity 920 Processor
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-note-11s-space-black-128-gb/p/itmcd9f81ef0b0a8?pid=MOBGHXQYGFDEZR3Z&lid=LSTMOBGHXQYGFDEZR3ZTXZT8Q&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_32&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBGHXQYGFDEZR3Z.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi Note 11S (Space Black, 128 GB)","₹16,634",4.2,8 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
https://www.flipkart.com/mobiles/mi~brand/pr?sid=tyy%2C4io&otracker=nmenu_sub_Electronics_0_Mi&page=2,/redmi-9a-sport-metallic-blue-32-gb/p/itm53bc6ebfe147b?pid=MOBG7GY6GGZ8XZGM&lid=LSTMOBG7GY6GGZ8XZGMNBG9GH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=ca7de23d-d969-41dd-acb7-6dcbf3bab042.MOBG7GY6GGZ8XZGM.SEARCH&ppt=None&ppn=None&ssid=i0svgwzbsg0000001671377349363,"Redmi 9A Sport (Metallic Blue, 32 GB)","₹6,669",4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor
